Number,Name,Platform,Year,Genre,Publisher,Global_Sales
379,Battlefield 4,PS3,2013,Shooter,Electronic Arts,3.49
380,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,3.48
381,Battlefield 4,X360,2013,Shooter,Electronic Arts,3.48
382,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,3.47
383,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,3.46
384,Guitar Hero: On Tour,DS,2008,Misc,Activision,3.46
385,Clubhouse Games,DS,2006,Misc,Nintendo,3.45
386,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,3.44
387,Borderlands,X360,2009,Shooter,Take-Two Interactive,3.44
388,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,3.44
389,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,3.42
390,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,3.42
391,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,3.41
392,Spider-Man 2,PS2,2004,Action,Activision,3.41
393,F-1 Race,GB,1990,Racing,Nintendo,3.41
394,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,3.4
395,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,3.39
396,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,3.39
397,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,3.39
398,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,3.38
399,Destiny,XOne,2014,Shooter,Activision,3.37
400,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,3.36
401,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,3.36
402,Far Cry 3,PS3,2012,Shooter,Ubisoft,3.35
403,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,3.34
404,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,3.33
405,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,3.33
406,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,3.33
407,Monster Hunter X,3DS,2015,Action,Capcom,3.32
408,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,3.32
409,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,3.31
410,Max Payne,PS2,2001,Shooter,Take-Two Interactive,3.31
411,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,3.3
412,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,3.28
413,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,3.28
414,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,3.28
415,True Crime: Streets of LA,PS2,2003,Action,Activision,3.27
416,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,3.26
417,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,3.25
418,FIFA 16,XOne,2015,Sports,Electronic Arts,3.25
419,Wii Music,Wii,2008,Misc,Nintendo,3.25
420,Tekken,PS,1995,Fighting,Sony Computer Entertainment,3.24
421,Madden NFL 16,PS4,2015,Sports,Electronic Arts,3.24
422,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,3.23
423,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,3.23
424,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,3.21
425,Super Mario Maker,WiiU,2015,Platform,Nintendo,3.21
426,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,3.2
427,Baseball,NES,1983,Sports,Nintendo,3.2
428,Killer Instinct,SNES,1995,Fighting,Nintendo,3.2
429,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,3.19
430,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,3.18
431,Enter the Matrix,PS2,2003,Action,Atari,3.18
432,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,3.18
433,Dance Central,X360,2010,Misc,MTV Games,3.17
434,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,3.17
435,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,3.17
436,Animal Crossing,GC,2001,Simulation,Nintendo,3.15
437,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,3.14
438,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,3.14
439,Spider-Man,PS,2000,Action,Activision,3.13
440,Mario Party 9,Wii,2012,Misc,Nintendo,3.13
441,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,3.12
442,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,3.12
443,Sonic Rush,DS,2005,Platform,Sega,3.12
444,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,3.12
445,Rhythm Heaven,DS,2008,Misc,Nintendo,3.11
446,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,3.11
447,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,3.11
448,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,3.1
449,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,3.1
450,Resident Evil 6,PS3,2012,Shooter,Capcom,3.1
451,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,3.1
452,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,3.09
453,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,3.08
454,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,3.08
455,Donkey Kong,GB,1994,Platform,Nintendo,3.07
456,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,3.07
457,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,3.06
458,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,3.05
459,The Sims 4,PC,2014,Simulation,Electronic Arts,3.05
460,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,3.05
461,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,3.05
462,Kung Fu Panda,X360,2008,Action,Activision,3.04
463,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,3.04
464,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,3.03
465,Rayman,PS,1995,Platform,Ubisoft,3.03
466,Saints Row 2,X360,2008,Action,THQ,3.03
467,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,3.02
468,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,3.02
469,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,3.02
470,FIFA 14,PS4,2013,Sports,Electronic Arts,3.01
471,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,3.01
472,Far Cry 3,X360,2012,Shooter,Ubisoft,3
473,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,3
474,NBA 2K13,X360,2012,Sports,Take-Two Interactive,3
475,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,3
476,wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,3
477,Star Fox,SNES,1993,Shooter,Nintendo,2.99
478,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,2.99
479,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,2.99
480,Devil May Cry,PS2,2001,Action,Capcom,2.99
481,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,2.96
482,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,2.96
483,Sonic Heroes,PS2,2003,Platform,Sega,2.96
484,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,2.96
485,Titanfall,XOne,2014,Shooter,Electronic Arts,2.95
486,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,2.95
487,Wave Race 64,N64,1996,Racing,Nintendo,2.94
488,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.94
489,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,2.94
490,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.94
491,Street Fighter IV,X360,2009,Fighting,Capcom,2.94
492,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,2.93
493,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,2.92
494,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,2.92
495,FIFA 15,X360,2014,Sports,Electronic Arts,2.92
496,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,2.91
497,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,2.91
498,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,2.9
499,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,2.9
500,Sega Superstars Tennis,X360,2008,Sports,Sega,2.89
501,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,2.89
502,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,2.89
503,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,2.89
504,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,2.89
505,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.88
506,Imagine: Babyz,DS,2007,Simulation,Ubisoft,2.87
507,Colin McRae Rally,PS,1998,Racing,Codemasters,2.87
508,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.86
509,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.86
510,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,2.85
511,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,2.85
512,F-Zero,SNES,1990,Racing,Nintendo,2.85
513,Yoshi's Story,N64,1997,Platform,Nintendo,2.85
514,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2.84
515,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.83
516,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,2.83
517,BioShock,X360,2007,Shooter,Take-Two Interactive,2.83
518,Metroid Prime,GC,2002,Shooter,Nintendo,2.82
519,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,2.82
520,Finding Nemo,GBA,2003,Action,THQ,2.82
521,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,2.81
522,Myst,PC,1994,Adventure,Red Orb,2.81
523,Medal of Honor,PS3,2010,Shooter,Electronic Arts,2.81
524,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,2.81
525,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,2.8
526,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,2.8
527,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,2.79
528,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,2.79
529,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,2.79
530,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,2.79
531,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,2.79
532,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,2.79
533,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,2.79
534,NBA Street,PS2,2001,Sports,Electronic Arts,2.79
535,Jak II,PS2,2003,Platform,Sony Computer Entertainment,2.78
536,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,2.78
537,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,2.78
538,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,2.78
539,Battlefield 3,PC,2011,Shooter,Electronic Arts,2.78
540,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2.78
541,The Sims,PS2,2003,Simulation,Electronic Arts,2.77
542,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,2.77
543,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,2.77
544,Minecraft,XOne,2014,Misc,Microsoft Game Studios,2.76
545,Yoshi's Island DS,DS,2006,Platform,Nintendo,2.76
546,Saints Row: The Third,X360,2011,Action,THQ,2.76
547,Missile Command,2600,1980,Shooter,Atari,2.76
548,Mario Paint,SNES,1992,Misc,Nintendo,2.75
549,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,2.75
550,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,2.73
551,Metroid,NES,1986,Action,Nintendo,2.73
552,Sonic and the Secret Rings,Wii,2007,Platform,Sega,2.73
553,FIFA 16,PS3,2015,Sports,Electronic Arts,2.71
554,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,2.7
555,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,2.7
556,Mario Party,N64,1998,Misc,Nintendo,2.7
557,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,2.7
558,Call of Duty 3,X360,2006,Shooter,Activision,2.7
559,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.69
560,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,2.69
561,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,2.69
562,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.69
563,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,2.68
564,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,2.68
565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,2.67
566,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,2.67
567,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,2.67
568,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,2.67
569,Medal of Honor,PS,1998,Shooter,Electronic Arts,2.67
570,Fable,XB,2004,Role-Playing,Microsoft Game Studios,2.66
571,Guitar Hero: World Tour,X360,2008,Misc,Activision,2.66
572,FIFA 17,XOne,2016,Sports,Electronic Arts,2.65
573,Hannah Montana,DS,2006,Action,Disney Interactive Studios,2.65
574,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,2.65
575,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,2.65
576,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,2.65
577,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2.65
578,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,2.65
579,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,2.63
580,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.63
581,Skate 3,X360,2010,Sports,Electronic Arts,2.63
582,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.62
583,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,2.62
584,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.62
585,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,2.62
586,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,2.62
587,Medal of Honor,X360,2010,Shooter,Electronic Arts,2.61
588,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,2.61
589,Streets of Rage,GEN,1990,Action,Sega,2.6
590,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,2.6
591,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.59
592,Mario Strikers Charged,Wii,2007,Sports,Nintendo,2.58
593,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,2.58
594,Style Savvy,DS,2008,Simulation,Nintendo,2.58
595,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,2.58
596,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,2.57
597,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,2.57
598,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.57
599,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,2.57
600,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,2.56
601,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,2.56
602,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,2.56
603,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,2.56
604,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,2.56
605,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.56
606,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,2.56
607,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,2.54
608,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,2.54
609,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.53
610,Space Invaders,2600,N/A,Shooter,Atari,2.53
611,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,2.52
612,Art Academy,DS,2010,Misc,Nintendo,2.52
613,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.52
614,Perfect Dark,N64,2000,Action,Nintendo,2.52
615,Skylanders Giants,Wii,2012,Action,Activision,2.52
616,Dragon Warrior,NES,1986,Role-Playing,Capcom,2.52
617,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,2.5
618,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,2.5
619,Mario Party 2,N64,1999,Misc,Nintendo,2.5
620,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.5
621,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,2.49
622,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,2.49
623,Game Party,Wii,2007,Misc,Midway Games,2.48
624,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,2.48
625,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,2.48
626,Mario Party 4,GC,2002,Misc,Nintendo,2.47
627,Pure,X360,2008,Racing,Disney Interactive Studios,2.47
628,Rock Band,X360,N/A,Misc,Electronic Arts,2.47
629,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,2.47
630,Saints Row: The Third,PS3,2011,Action,THQ,2.47
631,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,2.46
632,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,2.45
633,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,2.45
634,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,2.45
635,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,2.45
636,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.44
637,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,2.43
638,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,2.43
639,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,2.43
640,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,2.43
641,Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,2.42
642,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.42
643,Ice Hockey,NES,1988,Sports,Nintendo,2.42
644,Sonic Adventure,DC,1998,Platform,Sega,2.42
645,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,2.42
646,uDraw Studio,Wii,2010,Misc,THQ,2.42
647,Tomb Raider (2013),PS3,2013,Action,Square Enix,2.42
648,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,2.42
649,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,2.41
650,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,2.41
651,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2.41
652,Dino Crisis,PS,1998,Action,Capcom,2.41
653,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,2.41
654,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,2.4
655,Tetris Plus,PS,1996,Puzzle,JVC,2.4
656,Pro Wrestling,NES,1987,Fighting,Nintendo,2.4
657,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.4
658,Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment,2.39
659,Monopoly,PC,1994,Misc,Hasbro Interactive,2.39
660,,GEN,1993,,Acclaim Entertainment,2.39
661,Guitar Hero,PS2,2005,Misc,RedOctane,2.38
662,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.38
663,WCW/nWo Revenge,N64,1998,Fighting,THQ,2.38
664,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,2.38
665,Dead Island,X360,2011,Action,Deep Silver,2.37
666,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.37
667,The Incredibles,PS2,2004,Action,THQ,2.37
668,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.37
669,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,2.37
670,Zumba Fitness,X360,2010,Sports,505 Games,2.37
671,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.37
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,2.36
673,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,2.35
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,2.35
675,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,2.35
676,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,2.35
677,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,2.34
678,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,2.34
679,LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts,2.34
680,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,2.34
681,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,2.34
682,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,2.34
683,My Fitness Coach,Wii,2008,Sports,Ubisoft,2.32
684,Mario Tennis,N64,2000,Sports,Nintendo,2.32
685,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,2.32
686,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,2.31
687,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,2.31
688,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,2.31
689,Guild Wars 2,PC,2012,Action,NCSoft,2.31
690,Cool Boarders 3,PS,1998,Sports,989 Studios,2.31
691,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,2.3
692,WarioWare Touched!,DS,2004,Puzzle,Nintendo,2.3
693,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,2.29
694,Tomb Raider II,PC,1997,Action,Eidos Interactive,2.29
695,Yokai Watch Busters,3DS,2015,Action,Level 5,2.29
696,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,2.29
697,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,2.28
698,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,2.28
699,Mario Bros.,NES,1983,Platform,Nintendo,2.28
700,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,2.28
701,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,2.28
702,The Sims 3,X360,2010,Simulation,Electronic Arts,2.28
703,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,2.28
704,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,2.28
705,Dead Island,PS3,2011,Action,Deep Silver,2.27
706,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,2.27
707,Wario Land 4,GBA,2001,Platform,Nintendo,2.26
708,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,2.26
709,Far Cry: Primal,PS4,2016,Action,Ubisoft,2.26
710,Battlefield 1,XOne,2016,Shooter,Electronic Arts,2.25
711,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,2.25
712,Cool Boarders 2,PS,1997,Sports,UEP Systems,2.25
713,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,2.25
714,Madden NFL 12,PS3,2011,Sports,Electronic Arts,2.25
715,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,2.25
716,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,2.24
717,Sonic Advance,GBA,2001,Platform,Sega,2.24
718,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,2.24
719,Just Dance Kids,Wii,2010,Misc,Ubisoft,2.24
720,Call of Duty 3,Wii,N/A,Shooter,Activision,2.24
721,New Super Luigi U,WiiU,2013,Platform,Nintendo,2.24
722,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,2.23
723,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,2.23
724,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,2.23
725,Madden NFL 25,X360,2013,Sports,Electronic Arts,2.23
726,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,2.23
727,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,2.23
728,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,2.23
729,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,2.22
730,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,2.22
731,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,2.22
732,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,2.22
733,Resident Evil 4,Wii,2007,Action,Capcom,2.22
734,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,2.21
735,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,2.21
736,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,2.21
737,Frogger,2600,1981,Action,Parker Bros.,2.2
738,Guitar Hero II,X360,2007,Misc,Activision,2.2
739,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,2.2
740,Rock Band 2,X360,2008,Misc,Electronic Arts,2.2
741,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,2.2
742,Wario Land 3,GB,2000,Platform,Nintendo,2.2
743,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,2.2
744,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,2.2
745,BioShock 2,X360,2010,Shooter,Take-Two Interactive,2.2
746,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,2.2
747,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,2.19
748,Kirby's Pinball Land,GB,1992,Misc,Nintendo,2.19
749,Donkey Kong Country,GB,2000,Platform,Nintendo,2.19
750,Madden NFL 15,PS4,2014,Sports,Electronic Arts,2.19
751,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,2.19
752,Saints Row,X360,2006,Action,THQ,2.18
753,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,2.18
754,ATV Offroad Fury 2,PS2,2002,Racing,THQ,2.18
755,FIFA 15,XOne,2014,Sports,Electronic Arts,2.18
756,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,2.17
757,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,2.17
758,Tennis,NES,1984,Sports,Nintendo,2.17
759,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,2.16
760,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,2.16
761,The Sims: House Party,PC,2001,Simulation,Electronic Arts,2.16
